# Redshift z, Distance modulus mu (true function)
1.000000000000000021e-02 3.314500552466753192e+01
1.199199199199199248e-02 3.354285782251737658e+01
1.398398398398398301e-02 3.387994175298925370e+01
1.597597597597597702e-02 3.417250052572493502e+01
1.796796796796796755e-02 3.443102513794741526e+01
1.995995995995995809e-02 3.466268587671156354e+01
2.195195195195195209e-02 3.487260098547124443e+01
2.394394394394394263e-02 3.506455194658648367e+01
2.593593593593593316e-02 3.524141193622377699e+01
2.792792792792792717e-02 3.540541528284138906e+01
2.991991991991992117e-02 3.555833386607957891e+01
3.191191191191190824e-02 3.570159654331099830e+01
3.390390390390390224e-02 3.583637235111089581e+01
3.589589589589589624e-02 3.596362991642377693e+01
3.788788788788788331e-02 3.608418080073351319e+01
3.987987987987987731e-02 3.619871172490199029e+01
4.187187187187187132e-02 3.630780893127425912e+01
4.386386386386386532e-02 3.641197687849680875e+01
4.585585585585585239e-02 3.651165278100168621e+01
4.784784784784784639e-02 3.660721805448034161e+01
4.983983983983984040e-02 3.669900742528640336e+01
5.183183183183182746e-02 3.678731625356046209e+01
5.382382382382382147e-02 3.687240647459101694e+01
5.581581581581581547e-02 3.695451145992988984e+01
5.780780780780780254e-02 3.703384002570452083e+01
5.979979979979979654e-02 3.711057976159077754e+01
6.179179179179179054e-02 3.718489981409216938e+01
6.378378378378378455e-02 3.725695322806838305e+01
6.577577577577577161e-02 3.732687892806600871e+01
6.776776776776775868e-02 3.739480340396395519e+01
6.975975975975975962e-02 3.746084215235347159e+01
7.175175175175174669e-02 3.752510091493538624e+01
7.374374374374373375e-02 3.758767674729885755e+01
7.573573573573572082e-02 3.764865894521875589e+01
7.772772772772772176e-02 3.770812985067372836e+01
7.971971971971970883e-02 3.776616555585414403e+01
8.171171171171169589e-02 3.782283652026993082e+01
8.370370370370369684e-02 3.787820811352194283e+01
8.569569569569568390e-02 3.793234109422873246e+01
8.768768768768767097e-02 3.798529203391450437e+01
8.967967967967967191e-02 3.803711369327837843e+01
9.167167167167165898e-02 3.808785535712279824e+01
